name,website,domain,phone,country,city,state,industry,employee_count,founded_year,linkedin_url,facebook_url,twitter_url,description,quality_score
"International Software Systems, Inc.",http://www.issi-software.com,issi-software.com,+1 301-982-9700,United States,Greenbelt,Maryland,information technology & services,74,1995,http://www.linkedin.com/company/international-software-systems-inc.,https://facebook.com/issiusa,,,100
CH Consulting Group,http://www.chconsultinggroup.com,chconsultinggroup.com,+1 218-286-4006,United States,International Falls,Minnesota,management consulting,24,2011,http://www.linkedin.com/company/ch-consulting-group,,,,100
XSELL Technologies,http://www.xselltechnologies.com,xselltechnologies.com,+1 630-886-5108,United States,Chicago,Illinois,information technology & services,100,2014,http://www.linkedin.com/company/xsell-tech,https://www.facebook.com/xselltechnologies,https://twitter.com/xsell_tech,,100
Kwanii,http://www.kwanii.com,kwanii.com,+61 2 9563 2440,Australia,Gosford,New South Wales,outsourcing/offshoring,33,,http://www.linkedin.com/company/kwanii,https://www.facebook.com/outsourcewithkwanii,,,100
America's Call Center,http://www.americascallcenter.com,americascallcenter.com,+1 888-462-6153,United States,Kansas City,Missouri,telecommunications,65,1998,http://www.linkedin.com/company/america-scallcenter,,,,100
HelpGrid,http://www.helpgrid.com,helpgrid.com,+1 302-200-4456,United States,Wilmington,Delaware,information technology & services,160,2015,http://www.linkedin.com/company/helpgrid,https://facebook.com/helpgrid-222594901602800,https://twitter.com/helpgridtips,,100
Selecta Digital,http://www.selectadigital.com,selectadigital.com,+34 917 12 32 76,Spain,Madrid,Community of Madrid,staffing & recruiting,27,2018,http://www.linkedin.com/company/selecta-digital,,,,100
IT Focus Telemarketing Ltd,http://www.itfocus-tm.com,itfocus-tm.com,+44 330 058 0100,United Kingdom,Bradford-on-Avon,England,marketing & advertising,34,2006,http://www.linkedin.com/company/it-focus-telemarketing-ltd,,,,100
Premiere Business Solutions,http://www.pbsolutions1.com,pbsolutions1.com,+1 515-418-9280,United States,Des Moines,Iowa,outsourcing/offshoring,22,2009,http://www.linkedin.com/company/premiere-business-solutions,https://facebook.com/pages/Premiere-Business-Solutions/593303974079154,,,100
The Stover Group - Virtual Super Agent Call Center,http://www.virtualsuperagentcallcenter.com,virtualsuperagentcallcenter.com,,United States,Suwanee,Georgia,insurance,27,2013,http://www.linkedin.com/company/the-stover-group,,,,100
BPO Solutions (Pvt) Ltd.,http://www.bposol.com,bposol.com,+92 42 36621421,United States,Paradise,Michigan,outsourcing/offshoring,45,,http://www.linkedin.com/company/bpo-solutions-pvt-ltd,,,,100
DC Analytics,http://www.thedcan.com,thedcan.com,+1 949-202-5957,United States,Alameda,California,marketing & advertising,36,2022,http://www.linkedin.com/company/the-dc-analytics,,,,100
Trident Marketing,http://www.tridentmarketing.com,tridentmarketing.com,+1 910-693-3000,United States,Southern Pines,North Carolina,marketing & advertising,180,1986,http://www.linkedin.com/company/trident-marketing,https://facebook.com/TridentMarketing,https://twitter.com/TridentMktg,,100
Lead Hustler,http://www.leadhustler.com,leadhustler.com,+1 888-309-0411,United States,North Las Vegas,Nevada,outsourcing/offshoring,34,2005,http://www.linkedin.com/company/leadhustler,https://facebook.com/Leadhustlercom,https://twitter.com/leadhustler,,100
Lace,http://www.lace.ai,lace.ai,,United States,Mountain View,California,information technology & services,62,,http://www.linkedin.com/company/lace-ai,https://www.facebook.com/lace.aii,https://twitter.com/lace_ai,,100
FurstPerson (now Harver),http://www.furstperson.com,furstperson.com,+1 773-353-8600,United States,Chicago,Illinois,human resources,27,1997,http://www.linkedin.com/company/furstperson,https://facebook.com/FurstPerson,http://twitter.com/@pomello,,100
Amigos BPO,http://www.amigosbpo.co,amigosbpo.co,+1 855-221-4304,United States,DeFuniak Springs,Florida,marketing & advertising,240,2013,http://www.linkedin.com/company/amigos-bpo,https://facebook.com/amigosbpo,,,100
CMX Remote GmbH,http://www.expertcloud.de,expertcloud.de,+49 30 20453331,Germany,Berlin,Berlin,telecommunications,33,2010,http://www.linkedin.com/company/expertcloud-de,,,,100
Outsourcing Business Solutions-OBS,http://www.outsourcingbusinesssolutions.com,outsourcingbusinesssolutions.com,+1 646-980-6424,United States,Dallas,Texas,outsourcing/offshoring,20,2010,http://www.linkedin.com/company/outsourcingbusinesssolutions-obs,https://www.facebook.com/Outsourcing-Business-Solutions-102329772255749,https://twitter.com/OutsourcingBus2,,100
Apex Service Partners,http://www.apexservicepartners.com,apexservicepartners.com,+1 813-658-6100,United States,Dallas,Texas,consumer services,560,2019,http://www.linkedin.com/company/apex-service-partners,,,,100
Envera Health,http://www.enverahealth.com,enverahealth.com,+1 804-500-9200,United States,Richmond,Virginia,hospital & health care,220,2015,http://www.linkedin.com/company/envera-health,https://facebook.com/enverahealth/,https://twitter.com/enverahealth,,100
Not in service,http://www.donotcall.gov.au,donotcall.gov.au,,Australia,,,construction,110,,http://www.linkedin.com/company/mywhso,https://www.facebook.com/acmadotgov,https://twitter.com/acmadotgov,,100
"Nexel Services, LLC.",http://www.nexelservices.com,nexelservices.com,+1 855-586-3935,United States,Katy,Texas,management consulting,34,2017,http://www.linkedin.com/company/nexelservicesllc,,,,100
Ansafone Contact Centers,http://www.ansafone.com,ansafone.com,+1 714-560-1000,United States,Santa Ana,California,telecommunications,800,1970,http://www.linkedin.com/company/ansafone-contact-centers,https://facebook.com/Ansafone,https://twitter.com/AnsafoneContact,,100
Glia,http://www.glia.com,glia.com,+1 646-400-5701,United States,New York,New York,financial services,250,2012,http://www.linkedin.com/company/gliainc,http://www.facebook.com/SaleMoveinc,https://twitter.com/GliaInc,,100
Outsourcing Business Solutions-OBS,http://www.outsourcingbusinesssolutions.com,outsourcingbusinesssolutions.com,+1 646-980-6424,United States,Dallas,Texas,outsourcing/offshoring,20,2010,http://www.linkedin.com/company/outsourcingbusinesssolutions-obs,https://www.facebook.com/Outsourcing-Business-Solutions-102329772255749,https://twitter.com/OutsourcingBus2,,100
Market Value Inc.,http://www.marketvalueincorporated.com,marketvalueincorporated.com,+1 281-217-9348,United States,Houston,Texas,marketing & advertising,28,2019,http://www.linkedin.com/company/market-value-inc,https://www.facebook.com/marketvalueinc/,,,100
Miratel Solutions,http://www.miratelinc.com,miratelinc.com,+1 416-650-7850,Canada,Toronto,Ontario,telecommunications,380,2000,http://www.linkedin.com/company/miratel-solutions,https://facebook.com/miratelsolutions,https://twitter.com/Miratel,,100
Agency Network,http://www.theagencynetworkus.com,theagencynetworkus.com,,United Kingdom,London,,security & investigations,25,,http://www.linkedin.com/company/marketing-agency-global,,,,100
ACE Employment: Uncover your worth.,http://www.aceboston.net,aceboston.net,+1 617-523-7779,United States,Boston,Massachusetts,staffing & recruiting,12,1989,http://www.linkedin.com/company/aceemployment,https://facebook.com/pages/ACE-Employment-Services/182492915153346,https://twitter.com/AceEmployment,,100
InnVolve Consulting Pvt.Ltd,http://www.inn-volve.com,inn-volve.com,,United States,Tustin,California,marketing & advertising,12,2011,http://www.linkedin.com/company/innvolve-consulting-pvt-ltd,,,,100
Hot Prospector,http://www.hotprospector.com,hotprospector.com,+1 800-591-9313,United States,Las Vegas,Nevada,information technology & services,42,2010,http://www.linkedin.com/company/hotprospector,https://www.facebook.com/hotprospector/,https://twitter.com/hotprospector1,,100
GDKN,http://www.gdkn.com,gdkn.com,+1 954-985-6650,United States,Cooper City,Florida,staffing & recruiting,150,1993,http://www.linkedin.com/company/gdkn,https://facebook.com/gdkncorporation,https://twitter.com/gdkn,,100
Synesis IT,http://www.synesisit.com,synesisit.com,+1 646-213-6330,United States,New York,New York,management consulting,130,2005,http://www.linkedin.com/company/synesis-it,https://facebook.com/pages/Synesis-IT/140373309315726,https://twitter.com/SynesisIT,,100
Cloudli Communications,http://www.cloudli.com,cloudli.com,+1 800-743-1208,Canada,Montreal,Quebec,telecommunications,67,1995,http://www.linkedin.com/company/cloudli,https://facebook.com/connectme.voice,https://twitter.com/connectmevoice,,100
Krisp,http://www.krisp.ai,krisp.ai,+1 800-352-5267,United States,Berkeley,California,information technology & services,330,2017,http://www.linkedin.com/company/krisphq,https://facebook.com/krispHQ/,https://twitter.com/krispHQ,,100
Retell AI,http://www.retellai.com,retellai.com,,United States,Palo Alto,California,information technology & services,66,2023,http://www.linkedin.com/company/retellai,,https://twitter.com/retellai,,100
Performanze,http://www.performanze.io,performanze.io,+34 518 89 07 02,Spain,Madrid,Community of Madrid,information technology & services,91,2019,http://www.linkedin.com/company/performanze,,,,100
Urgently,http://www.geturgently.com,geturgently.com,+1 571-350-3600,United States,Vienna,Virginia,automotive,190,2013,http://www.linkedin.com/company/urgently,https://www.facebook.com/geturgently,https://twitter.com/geturgently,,100
Global Healthcare Resource,http://www.globalhealthcareresource.com,globalhealthcareresource.com,+1 888-249-2958,United States,Atlanta,Georgia,hospital & health care,990,1999,http://www.linkedin.com/company/global-healthcare-resource,https://www.facebook.com/GlobalHealthcareResource.Social,https://twitter.com/YourTeamGlobal,,100
Avedo GmbH,http://www.avedo.de,avedo.de,+49 341 331700,Germany,Leipzig,Saxony,telecommunications,550,2004,http://www.linkedin.com/company/avedo-gmbh,https://www.facebook.com/avedo,,,100
Employment Plus,http://www.employmentplus.com,employmentplus.com,+1 812-961-5050,United States,Bloomington,Indiana,staffing & recruiting,620,1993,http://www.linkedin.com/company/employment-plus,https://facebook.com/myemploymentplus,https://twitter.com/epStaffing,,100
XCEED,http://www.xceed.me,xceed.me,+1 650-691-5817,Spain,Barcelona,Catalonia,events services,75,2013,http://www.linkedin.com/company/xceed-org-,http://facebook.com/xceed,https://twitter.com/XceedWorld,,100
Intradiem,http://www.intradiem.com,intradiem.com,+1 678-356-3500,United States,Marietta,Georgia,information technology & services,210,1995,http://www.linkedin.com/company/intradiem,http://www.facebook.com/Intradiem,http://www.twitter.com/Intradiem,,100
e-Leverage/ Outsourcing Strategies & Solutions,http://www.e-leverage.net,e-leverage.net,+1 702-410-8039,United States,Henderson,Nevada,outsourcing/offshoring,13,2009,http://www.linkedin.com/company/e-leverage-outsourcing-strategies-&-solutions,https://facebook.com/eleverage,https://twitter.com/eleveragebpo,,100
Amtelco,http://www.amtelco.com,amtelco.com,+1 608-838-4194,United States,McFarland,Wisconsin,telecommunications,140,1976,http://www.linkedin.com/company/amtelco,https://facebook.com/amtelco/,https://twitter.com/amtelco,,100
NAVIS,http://www.naviscrm.com,naviscrm.com,+1 866-712-3439,United States,Bend,Oregon,hospitality,140,1987,http://www.linkedin.com/company/naviscrm-inc,https://facebook.com/theNAVISway/,https://twitter.com/naviscrm?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,100
Sell Better,http://www.sellbetter.xyz,sellbetter.xyz,,United States,Boston,Massachusetts,media production,110,,http://www.linkedin.com/company/sellbetterxyz,,,,100
"FDS, A DXC Technology Company",http://www.dxcfds.com,dxcfds.com,,United Kingdom,Aldershot,England,information technology & services,950,2016,http://www.linkedin.com/company/fds-a-dxc-technology-company,,,,100
FREESTYLE Telecom Technologies Inc.,http://www.freestyleteletech.com,freestyleteletech.com,+1 844-961-3733,Canada,Vancouver,British Columbia,information technology & services,35,2020,http://www.linkedin.com/company/freestyle-telecom-technologies-inc,https://www.facebook.com/freestyleagents,,,100
Synergy BPO,http://www.synergybpo.biz,synergybpo.biz,+1 214-613-9248,United States,Irving,Texas,outsourcing/offshoring,72,2013,http://www.linkedin.com/company/synergy-bpo-llc,,,,100
SalesHive,http://www.saleshive.com,saleshive.com,+1 888-333-3096,United States,Littleton,Colorado,marketing & advertising,440,2016,http://www.linkedin.com/company/saleshive,https://facebook.com/SalesHiveHQ/,https://twitter.com/saleshivehq,,100
"Telefund, Inc.",http://www.telefund.com,telefund.com,+1 213-487-9500,United States,Los Angeles,California,fund-raising,590,1988,http://www.linkedin.com/company/telefund,,,,100
Carbyne,http://www.carbyne.com,carbyne.com,+1 212-380-1159,United States,New York,New York,information technology & services,260,2014,http://www.linkedin.com/company/carbyne,https://www.facebook.com/CarbyneGlobal/,https://twitter.com/carbyne911,,100
Magmacultura,http://www.magmacultura.com,magmacultura.com,+34 934 41 08 37,Spain,Barcelona,Catalonia,museums & institutions,850,1992,http://www.linkedin.com/company/magmacultura.,https://www.facebook.com/MagmaCultura/,https://twitter.com/magmacultura,,100
Excel Group,http://www.exceltmgroup.com,exceltmgroup.com,+44 12 4425 6920,United Kingdom,Chester,England,construction,23,2020,http://www.linkedin.com/company/exceltmgroup,https://www.facebook.com/exceltmgroup/,https://mobile.twitter.com/exceltmgroup,,100
Omnitel,http://www.omnitel.es,omnitel.es,+34 917 87 55 65,Spain,Las Rozas de Madrid,Community of Madrid,marketing & advertising,150,1995,http://www.linkedin.com/company/omnitel-comunicaciones,,https://twitter.com/omnitelgrupo,,100
MarketOne International,http://www.marketone.com,marketone.com,+1 781-663-0700,United States,Waltham,Massachusetts,marketing & advertising,420,1998,http://www.linkedin.com/company/marketone-international,https://www.facebook.com/marketoneinternational,https://twitter.com/MarketOne_Intl,,100
Senseforth.ai,http://www.senseforth.ai,senseforth.ai,+1 650-843-0988,United States,New York,New York,information technology & services,32,2017,http://www.linkedin.com/company/senseforth,https://facebook.com/senseforth/,https://twitter.com/senseforth?lang=en,,100
OneTouch Direct,http://www.onetouchdirect.com,onetouchdirect.com,+1 866-405-1833,United States,Tampa,Florida,outsourcing/offshoring,1000,1998,http://www.linkedin.com/company/onetouchdirect,https://www.facebook.com/onetouchdirect/,https://twitter.com/onetouchdirect,,100
Riverway Business Services,http://www.riverway.jobs,riverway.jobs,+1 713-664-5900,United States,Bellaire,Texas,staffing & recruiting,69,1990,http://www.linkedin.com/company/riverway-business-services,https://www.facebook.com/RiverwayBusinessServices/,http://www.twitter.com/riverwayjobs,,100
Harvard Resource Solutions LLC,http://www.hrsus.com,hrsus.com,+1 248-498-5040,United States,Troy,Michigan,staffing & recruiting,11,2002,http://www.linkedin.com/company/harvard-resource-solutions-llc,https://www.facebook.com/Harvard-Resource-Solutions-468551499842065/,https://twitter.com/HRSUS,,100
Lead Express,http://www.leadgeneration.com.au,leadgeneration.com.au,+61 1300 532 339,Australia,Melbourne,Victoria,marketing & advertising,30,2005,http://www.linkedin.com/company/leadexpressaustralia,https://www.facebook.com/LeadExpressAU/,https://twitter.com/LeadExpressAU,,100
The Larko Group,http://www.thelarkogroup.com,thelarkogroup.com,+1 312-857-2300,United States,Chicago,Illinois,staffing & recruiting,28,1993,http://www.linkedin.com/company/the-larko-group,https://www.facebook.com/TheLarkoGroup/,https://twitter.com/LarkoGroup,,100
"HOVEY ENERGY, LLC",http://www.hoveyenergy.com,hoveyenergy.com,+1 773-904-5300,United States,Chicago,Illinois,utilities,30,,http://www.linkedin.com/company/hovey-energy-llc,https://facebook.com/hoveyenergy,,,100
Front Desk Helpers CO,http://www.frontdeskhelpers.com,frontdeskhelpers.com,+1 844-222-6368,United States,Old Bridge Township,New Jersey,human resources,110,2015,http://www.linkedin.com/company/frontdeskhelpers,https://facebook.com/FrontDeskHelpers,https://twitter.com/frontdeskhelpe1,,100
JustCall,http://www.justcall.io,justcall.io,+1 512-666-3981,United States,Palo Alto,California,information technology & services,49,2016,http://www.linkedin.com/company/justcall-io,https://www.facebook.com/getjustcall/,https://twitter.com/justcall_io,,100
IdeasUnlimited,http://www.ideasunlimitedonline.com,ideasunlimitedonline.com,+1 281-941-2710,United States,Sugar Land,Texas,outsourcing/offshoring,160,2010,http://www.linkedin.com/company/ideasunlimitedonline,https://www.facebook.com/ideasunlimitedonlinellc,https://twitter.com/_IdeasUnlimited,,100
Select Assistants,http://www.selectassistants.com,selectassistants.com,+1 800-683-2973,United States,New City,New York,staffing & recruiting,77,2021,http://www.linkedin.com/company/selectassistants,,,,100
Trabajos Diarios,http://www.trabajosdiarios.com,trabajosdiarios.com,,United States,Waynesville,Ohio,staffing & recruiting,13,,http://www.linkedin.com/company/trabajosdiarios,https://www.facebook.com/trabajosdiariosweb,,,100
AK Callers,http://www.akcallers.com,akcallers.com,+1 847-791-2210,United States,Chicago,Illinois,marketing & advertising,150,2023,http://www.linkedin.com/company/akcallers,,,,100
Lead Express,http://www.leadgeneration.com.au,leadgeneration.com.au,+61 1300 532 339,Australia,Melbourne,Victoria,marketing & advertising,30,2005,http://www.linkedin.com/company/leadexpressaustralia,https://www.facebook.com/LeadExpressAU/,https://twitter.com/LeadExpressAU,,100
Onicall International,http://www.onicall.com,onicall.com,+1 514-248-4246,Canada,Laval,Quebec,facilities services,18,,http://www.linkedin.com/company/onicall,,,,100
Peerlogic,http://www.peerlogic.com,peerlogic.com,+1 800-967-7330,United States,Scottsdale,Arizona,information technology & services,43,2018,http://www.linkedin.com/company/peerlogic,https://www.facebook.com/peerlogicinc,https://twitter.com/askpeerlogic,,100
Bilingual,http://www.bilingualglobal.com,bilingualglobal.com,+1 888-722-5570,United States,Miami,Florida,outsourcing/offshoring,590,2010,http://www.linkedin.com/company/bilingualglobal,,,,100
call center in India,http://www.callcenterinindia.net,callcenterinindia.net,+1 206-441-7760,United States,Kirkland,Washington,outsourcing/offshoring,26,,http://www.linkedin.com/company/call-center-in-india,https://facebook.com/callcenterinindia.net,,,100
TalentWorld,http://www.talentworld.com,talentworld.com,+1 705-733-8336,Canada,Montreal,Quebec,staffing & recruiting,190,2013,http://www.linkedin.com/company/talentworld,https://www.facebook.com/TalentWorldJobs/,https://twitter.com/TalentWorld,,100
Darwill,http://www.darwill.com,darwill.com,+1 888-363-9705,United States,Hillside,Illinois,marketing & advertising,220,1951,http://www.linkedin.com/company/darwill,https://www.facebook.com/Darwillinc,https://twitter.com/Darwill_Inc,,100
Helplama,http://www.helplama.com,helplama.com,+1 626-228-1855,United States,Walnut,California,information technology & services,18,,http://www.linkedin.com/company/helplamahq,,,,100
Travel Outlook – The Premier Hotel Call Center™,http://www.traveloutlook.com,traveloutlook.com,+1 844-872-8356,United States,Santa Fe,New Mexico,hospitality,95,2006,http://www.linkedin.com/company/travel-outlook,https://facebook.com/traveloutlook,https://twitter.com/Travel_Outlook,,100
NCRI inc,http://www.ncri.com,ncri.com,+1 905-366-0206,Canada,Mississauga,Ontario,outsourcing/offshoring,270,2008,http://www.linkedin.com/company/ncriinc,https://www.facebook.com/nationalcreditrecoveryinc/,https://twitter.com/NcriInc,,100
AllStaff Staffing & Recruiting,http://www.theallstaffgroup.com,theallstaffgroup.com,+1 847-336-1166,United States,Gurnee,Illinois,staffing & recruiting,190,1984,http://www.linkedin.com/company/allstaff-staffing,https://www.facebook.com/JobsAtAllStaff/,https://twitter.com/JobsAtAllStaff/,,100
Pathfinders,http://www.pathfindersinc.net,pathfindersinc.net,+1 610-407-7000,United States,Wayne,Pennsylvania,staffing & recruiting,250,1997,http://www.linkedin.com/company/pathfinders,https://facebook.com/PathfindersInc,https://twitter.com/_PathfindersInc,,100
Touchstone Communications,http://www.touchstonebpo.com,touchstonebpo.com,+1 844-435-9191,United States,Fort Worth,Texas,outsourcing/offshoring,550,2002,http://www.linkedin.com/company/touchstonecommunications,https://facebook.com/TouchstoneCommunications,,,100
TG Sales Agency,http://www.tgsalesagency.co,tgsalesagency.co,+1 844-951-4075,United States,Orlando,Florida,management consulting,30,2017,http://www.linkedin.com/company/tgsalesagency,,,,100
Outservico,http://www.outservico.net,outservico.net,,Spain,Madrid,Community of Madrid,outsourcing/offshoring,50,1984,http://www.linkedin.com/company/outservico,,,,100
Insite Managed Solutions,http://www.getinsite.io,getinsite.io,+1 239-284-7529,United States,Cape Coral,Florida,management consulting,140,2007,http://www.linkedin.com/company/insite-managed-solutions,https://facebook.com/insitemanagedsolutions,,,100
The IBO & CSP Hub by RFC Staffing VS,http://www.rfcstaffing.com,rfcstaffing.com,+1 412-389-9820,United States,Fort Worth,Texas,staffing & recruiting,11,2013,http://www.linkedin.com/company/onecallcrew,,,,100
"Chameleon Group, LLC.",http://www.chameleonsales.com,chameleonsales.com,+1 800-773-9182,United States,Dover,New Hampshire,telecommunications,190,2002,http://www.linkedin.com/company/the-chameleon-group,https://facebook.com/thechameleongroup,https://twitter.com/chameleonsales,,100
AccSource,http://www.accsource.net,accsource.net,+61 406 727 061,Australia,Sydney,New South Wales,outsourcing/offshoring,540,2008,http://www.linkedin.com/company/accsource,https://www.facebook.com/AccSource/,https://twitter.com/AccSourceGlobal,,100
RPC Company,http://www.rpcstaffing.com,rpcstaffing.com,+1 972-371-2922,United States,Dallas,Texas,staffing & recruiting,130,2002,http://www.linkedin.com/company/rpc-company,https://facebook.com/rpccompanytexas,https://twitter.com/rpccompany,,100
Gibbons Group,http://www.gibbonsgroups.com,gibbonsgroups.com,,United States,Milford,Delaware,insurance,14,2019,http://www.linkedin.com/company/gibbons-groups,,,,100
CogentHub,http://www.cogenthubcx.ai,cogenthubcx.ai,+91 33 2357 2555,United Kingdom,London,England,outsourcing/offshoring,360,2016,http://www.linkedin.com/company/cogenthub,https://facebook.com/CogentHubOutsourcing/,https://twitter.com/hubcogent,,100
Translations.com,http://www.translations.com,translations.com,+1 212-689-1616,United States,New York,New York,translation & localization,160,1992,http://www.linkedin.com/company/translations.com,https://facebook.com/Translationscom/,https://twitter.com/translationscom,,100
"NCB Management Services, Inc.",http://www.ncbi.com,ncbi.com,+1 833-225-5303,United States,Feasterville-Trevose,Pennsylvania,financial services,270,1994,http://www.linkedin.com/company/ncb-management-services-inc.,https://facebook.com/ncb-management-services-inc-156790647799761,,,100
QUANT AI Lab,http://www.quant.global,quant.global,+34 646 44 07 18,France,Paris,Ile-de-France,information technology & services,89,2019,http://www.linkedin.com/company/quant-ai-lab,,,,100
Portico,http://www.portico.co.uk,portico.co.uk,+44 20 7367 9010,United Kingdom,Earley,England,hospitality,1000,2004,http://www.linkedin.com/company/porticoclientservices,,https://twitter.com/myPortico,,100
Serva Health LLC,http://www.servahealth.com,servahealth.com,+1 856-644-4498,United States,Mount Laurel Township,New Jersey,pharmaceuticals,45,2009,http://www.linkedin.com/company/serva-health,https://www.facebook.com/servahealth/,https://twitter.com/servahealth,,100
AssemblyAI,http://www.assemblyai.com,assemblyai.com,,United States,San Francisco,California,information technology & services,96,2017,http://www.linkedin.com/company/assemblyai,https://facebook.com/AssemblyAI/,https://twitter.com/assemblyai,,100
Call Center HR,http://www.solvisgroup.com,solvisgroup.com,,United States,Johnstown,Pennsylvania,human resources,130,,http://www.linkedin.com/company/call-center-hr,,,,100
Managed IT Hub,http://www.managedithub.com,managedithub.com,+1 415-800-3747,United States,Dover,Delaware,information technology & services,63,2017,http://www.linkedin.com/company/managed-it-hub,,,,100
GROUPE TG,http://www.groupe-tg.com,groupe-tg.com,+1 514-360-2313,United States,,California,human resources,34,,http://www.linkedin.com/company/groupetg,,,,100
AIC Service & Call Center GmbH,http://www.aic-services.com,aic-services.com,+49 221 9637215,Germany,Cologne,North Rhine-Westphalia,outsourcing/offshoring,28,1994,http://www.linkedin.com/company/aic-services-callcenter-gmbh,https://facebook.com/aickarriere,,,100
Intellitech Solutions,http://www.intellitechsoln.com,intellitechsoln.com,+1 617-669-4209,United States,Framingham,Massachusetts,marketing & advertising,320,2012,http://www.linkedin.com/company/intellitech-solutions,https://www.facebook.com/Intellitechsoln/,https://twitter.com/intellitechsoln,,100
Broadvoice,http://www.broadvoice.com,broadvoice.com,+1 866-606-7420,United States,Los Angeles,California,telecommunications,270,2005,http://www.linkedin.com/company/broadvoice,https://www.facebook.com/Broadvoice/,https://twitter.com/broadvoice,,100
OneReach.ai,http://www.onereach.ai,onereach.ai,+1 303-974-7351,United States,Denver,Colorado,information technology & services,140,2013,http://www.linkedin.com/company/onereach,https://facebook.com/OneReach/,http://twitter.com/@onereach,,100
Fly Pie Ltd,http://www.flypie.co.uk,flypie.co.uk,+44 20 3650 4201,United Kingdom,London,England,marketing & advertising,56,2017,http://www.linkedin.com/company/flypie,https://www.facebook.com/FlyPieMarketingUK/,,,100
MVisionUSA,http://www.mvisionusa.com,mvisionusa.com,+1 718-219-7670,United States,Saddle River,New Jersey,telecommunications,42,,http://www.linkedin.com/company/mvisionusa,,,,100
SkillSource India,http://www.skillsourceindia.com,skillsourceindia.com,+47 33 37 89 01,United States,Palos Verdes Estates,California,outsourcing/offshoring,60,2001,http://www.linkedin.com/company/skillsourceindia,,,,100
BIG Language Solutions,http://www.biglanguage.com,biglanguage.com,+1 404-500-4251,United States,Atlanta,Georgia,translation & localization,530,2019,http://www.linkedin.com/company/big-language-solutions,,,,100
Phone Ware Inc.,http://www.phonewareinc.com,phonewareinc.com,+1 858-459-3000,United States,San Diego,California,marketing & advertising,46,1977,http://www.linkedin.com/company/phone-ware-inc.,https://facebook.com/phone-ware-inc-175779915775458,,,100
"Coast Professional, Inc.",http://www.coastprofessional.com,coastprofessional.com,+1 318-807-4500,United States,Geneseo,New York,financial services,640,1976,http://www.linkedin.com/company/coast-professional-inc.,,,,100
Supreme Staffing,http://www.supremestaffing.agency,supremestaffing.agency,+1 678-974-7970,United States,Memphis,Tennessee,staffing & recruiting,180,,http://www.linkedin.com/company/supreme-staffing-memphis,,,,100
AmplifAI,http://www.amplifai.com,amplifai.com,,United States,Plano,Texas,information technology & services,140,2020,http://www.linkedin.com/company/amplifai-inc,https://www.facebook.com/AmplifaiSolutions/,https://twitter.com/amplifAI,,100
Phone Ware Inc.,http://www.phonewareinc.com,phonewareinc.com,+1 858-459-3000,United States,San Diego,California,marketing & advertising,46,1977,http://www.linkedin.com/company/phone-ware-inc.,https://facebook.com/phone-ware-inc-175779915775458,,,100
Soluciones Telefónicas Avanzadas (STA),http://www.stasl.es,stasl.es,+34 910 20 07 07,Spain,Ponferrada,Castile and Leon,telecommunications,29,2016,http://www.linkedin.com/company/solucionestelefonicasavanzadas,,,,100
PROSPECT PRECISE LLC,http://www.prospectprecise.com,prospectprecise.com,,United States,Lewes,Delaware,marketing & advertising,99,2018,http://www.linkedin.com/company/prospect-precise-llc,,,,100
"One Call Concepts, Inc.",http://www.occinc.com,occinc.com,+1 410-712-0082,United States,Hanover,Maryland,public safety,290,1982,http://www.linkedin.com/company/one-call-concepts,https://facebook.com/OneCallConcepts,https://twitter.com/1CallConcepts,,100
Intagleo Systems,http://www.intagleo.com,intagleo.com,+44 175 372 5786,United Kingdom,Slough,England,information technology & services,120,2004,http://www.linkedin.com/company/intagleo-systems,https://www.facebook.com/intagleosystems,https://twitter.com/Intagleo,,100
"Azimuth, LLC",http://www.azimuthway.com,azimuthway.com,+1 312-291-3198,United States,Chicago,Illinois,staffing & recruiting,22,2009,http://www.linkedin.com/company/azimuthway,,https://twitter.com/azimuthway,,100
EXECUTEL,http://www.executel.com,executel.com,+1 877-663-9328,United States,New York,New York,information technology & services,49,2010,http://www.linkedin.com/company/executel,,,,100
Supreme Staffing,http://www.supremestaffing.agency,supremestaffing.agency,+1 678-974-7970,United States,Memphis,Tennessee,staffing & recruiting,180,,http://www.linkedin.com/company/supreme-staffing-memphis,,,,100
Anderson Agency LLC,http://www.andersonagencygroup.com,andersonagencygroup.com,,United States,Port Saint Lucie,Florida,insurance,22,2019,http://www.linkedin.com/company/anderson-agency-llc,,,,100
ProphetLogic,http://www.prophetlogic.com,prophetlogic.com,+1 610-904-8484,United States,Allentown,Pennsylvania,information technology & services,27,2017,http://www.linkedin.com/company/prophetlogic,https://facebook.com/prophetlogicllc,https://twitter.com/prophetlogic,,100
Jobs Interviewing Now from HCS,http://www.hiredcustomerservice.com,hiredcustomerservice.com,+1 888-227-1481,United States,New York,New York,online media,190,,http://www.linkedin.com/company/jobs-interviewing-now-from-hcs,,,,100
Premiere Response,http://www.accpremiere.com,accpremiere.com,+1 800-364-0164,United States,North Bergen,New Jersey,consumer services,170,,http://www.linkedin.com/company/premiere-response,,,,100
Unifin Inc,http://www.unifininc.com,unifininc.com,+1 888-572-3987,United States,Skokie,Illinois,outsourcing/offshoring,680,2011,http://www.linkedin.com/company/unifininc,,,,100
